index,coordinates,type,owner,troops,distance,resources,tribe,alliance,village,population
tile_94_46,"(94, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_94_47,"(94, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-52,"(95, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-51,"(95, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-50,"(95, -50)",Wilderness,nature,,,,,,,
tile_95_-49,"(95, -49)",Unknown,Elijahtata,,68.0,,Romans,,,123.0
tile_95_-48,"(95, -48)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 51}, {'unit': 'Snake', 'count': 46}, {'unit': 'Wild Boar', 'count': 13}, {'unit': 'Bear', 'count': 24}, {'unit': 'Tiger', 'count': 17}]",67.1,Crop,,,,
tile_95_-47,"(95, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-46,"(95, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-45,"(95, -45)",Wilderness,nature,,,,,,,
tile_95_-44,"(95, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-43,"(95, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-42,"(95, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-41,"(95, -41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-40,"(95, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-39,"(95, -39)",Wilderness,nature,,,,,,,
tile_95_-38,"(95, -38)",Wilderness,nature,,,,,,,
tile_95_-37,"(95, -37)",Wilderness,nature,,,,,,,
tile_95_-36,"(95, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-35,"(95, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-34,"(95, -34)",Wilderness,nature,,,,,,,
tile_95_-33,"(95, -33)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 2}]",54.4,Lumber,,,,
tile_95_-32,"(95, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-31,"(95, -31)",Wilderness,nature,,,,,,,
tile_95_-30,"(95, -30)",Wilderness,nature,,,,,,,
tile_95_-29,"(95, -29)",Unoccupied oasis,nature,,51.2,Crop,,,,
tile_95_-28,"(95, -28)",Wilderness,nature,,,,,,,
tile_95_-27,"(95, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-26,"(95, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-25,"(95, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-24,"(95, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-23,"(95, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-22,"(95, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-21,"(95, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-20,"(95, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-19,"(95, -19)",Wilderness,nature,,,,,,,
tile_95_-18,"(95, -18)",Wilderness,nature,,,,,,,
tile_95_-17,"(95, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-16,"(95, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-15,"(95, -15)",Wilderness,nature,,,,,,,
tile_95_-14,"(95, -14)",Wilderness,nature,,,,,,,
tile_95_-13,"(95, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-12,"(95, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-11,"(95, -11)",Unoccupied oasis,nature,,38.8,Lumber,,,,
tile_95_-10,"(95, -10)",Wilderness,nature,,,,,,,
tile_95_-9,"(95, -9)",Wilderness,nature,,,,,,,
tile_95_-8,"(95, -8)",Wilderness,nature,,,,,,,
tile_95_-7,"(95, -7)",Unoccupied oasis,nature,,36.7,Iron,,,,
tile_95_-6,"(95, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-5,"(95, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-4,"(95, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-3,"(95, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-2,"(95, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_-1,"(95, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_0,"(95, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_1,"(95, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_2,"(95, 2)",Natars,Natars,,33.2,,Natars,,,140.0
tile_95_3,"(95, 3)",Wilderness,nature,,,,,,,
tile_95_4,"(95, 4)",Wilderness,nature,,,,,,,
tile_95_5,"(95, 5)",Unoccupied oasis,nature,,32.6,Clay,,,,
tile_95_6,"(95, 6)",Occupied oasis,Lurtz,,32.4,"Clay,Crop",Egyptians,{M},Villaggio di Lurtz,
tile_95_7,"(95, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_8,"(95, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_9,"(95, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_10,"(95, 10)",Wilderness,nature,,,,,,,
tile_95_11,"(95, 11)",Wilderness,nature,,,,,,,
tile_95_12,"(95, 12)",Unoccupied oasis,nature,,32.0,Iron,,,,
tile_95_13,"(95, 13)",village,Naidem,,32.1,,Gauls,R.E 4,,59.0
tile_95_14,"(95, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_15,"(95, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_16,"(95, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_17,"(95, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_18,"(95, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_19,"(95, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_20,"(95, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_21,"(95, 21)",Unoccupied oasis,nature,,33.5,"Clay,Crop",,,,
tile_95_22,"(95, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_23,"(95, 23)",Wilderness,nature,,,,,,,
tile_95_24,"(95, 24)",Wilderness,nature,,,,,,,
tile_95_25,"(95, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_26,"(95, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_27,"(95, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_28,"(95, 28)",Unoccupied oasis,nature,,36.2,Crop,,,,
tile_95_29,"(95, 29)",Unoccupied oasis,nature,,36.7,Crop,,,,
tile_95_30,"(95, 30)",Wilderness,nature,,,,,,,
tile_95_31,"(95, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_32,"(95, 32)",Natars,Natars,,38.3,,Natars,,,12.0
tile_95_33,"(95, 33)",Wilderness,nature,,,,,,,
tile_95_34,"(95, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_35,"(95, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_36,"(95, 36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_37,"(95, 37)",village,probe,,41.2,,Gauls,,,63.0
tile_95_38,"(95, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_39,"(95, 39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_40,"(95, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_41,"(95, 41)",Unoccupied oasis,nature,,43.9,"Iron,Crop",,,,
tile_95_42,"(95, 42)",Wilderness,nature,,,,,,,
tile_95_43,"(95, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_44,"(95, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_45,"(95, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_95_46,"(95, 46)",Wilderness,nature,,,,,,,
tile_95_47,"(95, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-52,"(96, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-51,"(96, -51)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 36}, {'unit': 'Wolf', 'count': 30}, {'unit': 'Bear', 'count': 17}]",70.2,Lumber,,,,
tile_96_-50,"(96, -50)",village,ROLER,,69.4,,Romans,,,366.0
tile_96_-49,"(96, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-48,"(96, -48)",Wilderness,nature,,,,,,,
tile_96_-47,"(96, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-46,"(96, -46)",Chotěboř,LuuJa87-2,,65.9,,Gauls,,,235.0
tile_96_-45,"(96, -45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-44,"(96, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-43,"(96, -43)",Unoccupied oasis,nature,,63.3,Iron,,,,
tile_96_-42,"(96, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-41,"(96, -41)",Wilderness,nature,,,,,,,
tile_96_-40,"(96, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-39,"(96, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-38,"(96, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-37,"(96, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-36,"(96, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-35,"(96, -35)",Нови Сад,DarkViking,,56.6,,Gauls,S.R,,62.0
tile_96_-34,"(96, -34)",Unoccupied oasis,nature,,55.8,Lumber,,,,
tile_96_-33,"(96, -33)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 5}, {'unit': 'Wolf', 'count': 4}, {'unit': 'Bear', 'count': 2}]",55.0,"Lumber,Crop",,,,
tile_96_-32,"(96, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-31,"(96, -31)",Wilderness,nature,,,,,,,
tile_96_-30,"(96, -30)",Wilderness,nature,,,,,,,
tile_96_-29,"(96, -29)",Wilderness,nature,,,,,,,
tile_96_-28,"(96, -28)",Wilderness,nature,,,,,,,
tile_96_-27,"(96, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-26,"(96, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-25,"(96, -25)",Wilderness,nature,,,,,,,
tile_96_-24,"(96, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-23,"(96, -23)",village,cade,,47.4,,Gauls,,,17.0
tile_96_-22,"(96, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-21,"(96, -21)",Wilderness,nature,,,,,,,
tile_96_-20,"(96, -20)",Wilderness,nature,,,,,,,
tile_96_-19,"(96, -19)",Wilderness,nature,,,,,,,
tile_96_-18,"(96, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-17,"(96, -17)",Wilderness,nature,,,,,,,
tile_96_-16,"(96, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-15,"(96, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-14,"(96, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-13,"(96, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-12,"(96, -12)",Wilderness,nature,,,,,,,
tile_96_-11,"(96, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-10,"(96, -10)",Antioc,Baphomet,,39.1,,Egyptians,R.E 4,,260.0
tile_96_-9,"(96, -9)",Wilderness,nature,,,,,,,
tile_96_-8,"(96, -8)",Wilderness,nature,,,,,,,
tile_96_-7,"(96, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-6,"(96, -6)",Wilderness,nature,,,,,,,
tile_96_-5,"(96, -5)",COR,nelsonjr53,,36.7,,Romans,,,96.0
tile_96_-4,"(96, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-3,"(96, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-2,"(96, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_-1,"(96, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_0,"(96, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_1,"(96, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_2,"(96, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_3,"(96, 3)",Unoccupied oasis,nature,,34.0,Iron,,,,
tile_96_4,"(96, 4)",Wilderness,nature,,,,,,,
tile_96_5,"(96, 5)",deccal,deccal,,33.5,,Egyptians,HNTR1,,476.0
tile_96_6,"(96, 6)",Unoccupied oasis,nature,,33.4,Lumber,,,,
tile_96_7,"(96, 7)",Wilderness,nature,,,,,,,
tile_96_8,"(96, 8)",Occupied oasis,Lurtz,,33.1,"Lumber,Crop",Egyptians,{M},Villaggio di Lurtz,
tile_96_9,"(96, 9)",OBRONCA,Obrońcaa,,33.1,,Romans,,,317.0
tile_96_10,"(96, 10)",Wilderness,nature,,,,,,,
tile_96_11,"(96, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_12,"(96, 12)",Unoccupied oasis,nature,,33.0,Iron,,,,
tile_96_13,"(96, 13)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 11}, {'unit': 'Bat', 'count': 4}]",33.1,Iron,,,,
tile_96_14,"(96, 14)",huka naselje,huka,,33.1,,Gauls,,,87.0
tile_96_15,"(96, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_16,"(96, 16)",village,SilverFriend,,33.4,,Egyptians,,,11.0
tile_96_17,"(96, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_18,"(96, 18)",Wilderness,nature,,,,,,,
tile_96_19,"(96, 19)",village,Skrolk,,34.0,,Egyptians,R.E 4,,474.0
tile_96_20,"(96, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_21,"(96, 21)",Wilderness,nature,,,,,,,
tile_96_22,"(96, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_23,"(96, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_24,"(96, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_25,"(96, 25)",Natars,Natars,,35.8,,Natars,,,34.0
tile_96_26,"(96, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_27,"(96, 27)",Unknown,SemWar,,36.7,,Egyptians,BRIX,,146.0
tile_96_28,"(96, 28)",Natars,Natars,,37.1,,Natars,,,32.0
tile_96_29,"(96, 29)",Occupied oasis,SemWar,,37.6,Crop,Egyptians,BRIX,02,
tile_96_30,"(96, 30)",Natars,Natars,,38.1,,Natars,,,42.0
tile_96_31,"(96, 31)",Wilderness,nature,,,,,,,
tile_96_32,"(96, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_33,"(96, 33)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 4}]",39.7,Lumber,,,,
tile_96_34,"(96, 34)",twisted,twisted9,,40.2,,Egyptians,,,11.0
tile_96_35,"(96, 35)",Wilderness,nature,,,,,,,
tile_96_36,"(96, 36)",Wilderness,nature,,,,,,,
tile_96_37,"(96, 37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_38,"(96, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_39,"(96, 39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_40,"(96, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_41,"(96, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_42,"(96, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_43,"(96, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_44,"(96, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_45,"(96, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_46,"(96, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_96_47,"(96, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-52,"(97, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-51,"(97, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-50,"(97, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-49,"(97, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-48,"(97, -48)",Natars,Natars,,68.1,,Natars,,,180.0
tile_97_-47,"(97, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-46,"(97, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-45,"(97, -45)",village,My king,,65.5,,Gauls,,,11.0
tile_97_-44,"(97, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-43,"(97, -43)",village,hrbozorg,,63.8,,Gauls,,,14.0
tile_97_-42,"(97, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-41,"(97, -41)",Wilderness,nature,,,,,,,
tile_97_-40,"(97, -40)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 7}, {'unit': 'Spider', 'count': 5}, {'unit': 'Wild Boar', 'count': 3}]",61.3,Clay,,,,
tile_97_-39,"(97, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-38,"(97, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-37,"(97, -37)",Wilderness,nature,,,,,,,
tile_97_-36,"(97, -36)",Kaunas,Rangexp,,58.0,,Gauls,,,35.0
tile_97_-35,"(97, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-34,"(97, -34)",Wilderness,nature,,,,,,,
tile_97_-33,"(97, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-32,"(97, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-31,"(97, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-30,"(97, -30)",Wilderness,nature,,,,,,,
tile_97_-29,"(97, -29)",Wilderness,nature,,,,,,,
tile_97_-28,"(97, -28)",Unoccupied oasis,nature,,51.7,Crop,,,,
tile_97_-27,"(97, -27)",Unoccupied oasis,nature,,51.0,Lumber,,,,
tile_97_-26,"(97, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-25,"(97, -25)",Wilderness,nature,,,,,,,
tile_97_-24,"(97, -24)",Pardus,Pardus,,48.8,,Teutons,pards,,530.0
tile_97_-23,"(97, -23)",Unoccupied oasis,nature,,48.1,Crop,,,,
tile_97_-22,"(97, -22)",BaseCamp,vyblit,,47.4,,Romans,SE,,552.0
tile_97_-21,"(97, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-20,"(97, -20)",Wilderness,nature,,,,,,,
tile_97_-19,"(97, -19)",Wilderness,nature,,,,,,,
tile_97_-18,"(97, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-17,"(97, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-16,"(97, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-15,"(97, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-14,"(97, -14)",village,Botya,,42.2,,Gauls,,,32.0
tile_97_-13,"(97, -13)",#,Darek_PL,,41.6,,Huns,SE,,267.0
tile_97_-12,"(97, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-11,"(97, -11)",ÖTÜKEN,Historyking26,,40.5,,Egyptians,HUNTR,,610.0
tile_97_-10,"(97, -10)",Occupied oasis,Historyking26,,40.0,"Iron,Crop",Egyptians,HUNTR,ÖTÜKEN,
tile_97_-9,"(97, -9)",Unoccupied oasis,nature,,39.4,"Iron,Crop",,,,
tile_97_-8,"(97, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-7,"(97, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-6,"(97, -6)",Wilderness,nature,,,,,,,
tile_97_-5,"(97, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-4,"(97, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_-3,"(97, -3)",village,Banguela,,36.8,,Egyptians,,,11.0
tile_97_-2,"(97, -2)",Wilderness,nature,,,,,,,
tile_97_-1,"(97, -1)",Wilderness,nature,,,,,,,
tile_97_0,"(97, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_1,"(97, 1)",Ases,Ases11,,35.4,,Teutons,HNTR1,,514.0
tile_97_2,"(97, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_3,"(97, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_4,"(97, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_5,"(97, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_6,"(97, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_7,"(97, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_8,"(97, 8)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 4}, {'unit': 'Wolf', 'count': 5}, {'unit': 'Bear', 'count': 2}]",34.1,Lumber,,,,
tile_97_9,"(97, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_10,"(97, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_11,"(97, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_12,"(97, 12)",Skavenblight,Ikit Ironclaw,,34.0,,Egyptians,,,278.0
tile_97_13,"(97, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_14,"(97, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_15,"(97, 15)",Mehran,TheArro mehran,,34.2,,Teutons,R.E 4,,348.0
tile_97_16,"(97, 16)",Wilderness,nature,,,,,,,
tile_97_17,"(97, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_18,"(97, 18)",Templ,Raptor,,34.7,,Gauls,BRIX,,429.0
tile_97_19,"(97, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_20,"(97, 20)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 1}, {'unit': 'Bear', 'count': 1}]",35.2,Lumber,,,,
tile_97_21,"(97, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_22,"(97, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_23,"(97, 23)",jon snow,Targeryan,,36.1,,Egyptians,R.E 4,,182.0
tile_97_24,"(97, 24)",daenerys,Targeryan,,36.4,,Egyptians,R.E 4,,375.0
tile_97_25,"(97, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_26,"(97, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_27,"(97, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_28,"(97, 28)",Wilderness,nature,,,,,,,
tile_97_29,"(97, 29)",Unoccupied oasis,nature,,38.5,Clay,,,,
tile_97_30,"(97, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_31,"(97, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_32,"(97, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_33,"(97, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_34,"(97, 34)",Wilderness,nature,,,,,,,
tile_97_35,"(97, 35)",Wilderness,nature,,,,,,,
tile_97_36,"(97, 36)",Unoccupied oasis,nature,,42.2,Clay,,,,
tile_97_37,"(97, 37)",Wilderness,nature,,,,,,,
tile_97_38,"(97, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_39,"(97, 39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_40,"(97, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_41,"(97, 41)",Wilderness,nature,,,,,,,
tile_97_42,"(97, 42)",village,SirDaniGT,,46.0,,Teutons,,,47.0
tile_97_43,"(97, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_44,"(97, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_45,"(97, 45)",Aldea de Catm,Catm,,48.1,,Gauls,,,11.0
